event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-pressure,data-decoding-software,external-temperature,gps:horizontal-accuracy-estimate,gps:speed-accuracy-estimate,gps-time-to-fix,ground-speed,heading,height-above-ellipsoid,icarus:barometric-pressure-raw,icarus:battery-voltage-raw,icarus:ecef-vx,icarus:ecef-vy,icarus:ecef-vz,icarus:ecef-x,icarus:ecef-y,icarus:ecef-z,icarus:internal-reference-raw,icarus:relative-humidity,icarus:relative-humidity-raw,icarus:reset-counter,icarus:resistance-raw,icarus:solar-cell-current,icarus:solar-cell-current-raw,icarus:solar-cell-voltage-raw,icarus:temperature0-raw,icarus:temperature1-raw,icarus:temperature2-raw,icarus:timestamp-accuracy,icarus:timestamp-source,icarus:uplink-counter,import-marked-outlier,location-error-text,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,magnetic-field-x,magnetic-field-y,magnetic-field-z,mortality-status,tag-voltage,transmission-protocol,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
19016297358,true,2021-06-11 01:01:00.000,-14.2957466,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19016297359,true,2021-06-11 13:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19016297360,true,2021-06-12 01:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19016297361,true,2021-06-12 01:02:00.000,-14.2958204,-7.9498749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"lost",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453268,true,2021-06-12 13:01:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453269,true,2021-06-13 01:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453270,true,2021-06-13 13:01:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453271,true,2021-06-14 01:01:00.000,-14.2956608,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453272,true,2021-06-14 13:01:00.000,-14.2957895,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453273,true,2021-06-15 01:01:00.000,-14.2956608,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19042453274,true,2021-06-15 06:33:00.000,-14.2957466,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
